Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
6131,visiting christmas must go shrimp wonderful food impeccable service come sp example prices good compared would pay seafood delicious dishes ate grilled dunes mix shrimp octopus mussels squid fish lobster porks extremely well served,4,5,"{'neg': 0.032, 'neu': 0.673, 'pos': 0.295, 'compound': 0.9061}"
6132,beautiful cozy place simply wonderful food best everything value money meal order two feed 3 dishes vary 9000 15000 eat lot shrimp quality top rating go christmas pass shrimps sure,5,5,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9538}"
6133,delicious food elegant professional service great place tasty meal lots quality,5,5,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.8979}"
6134,best specialized restaurant camarao natal excellent service excellent menu many options tastes,5,5,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9118}"
6135,wonderful restaurant exceptional service quality perfect highly recommend,5,5,"{'neg': 0.0, 'neu': 0.329, 'pos': 0.671, 'compound': 0.8805}"
6136,affordable price pleasant atmosphere excellent service delicious ducks complaints would recommend,5,5,"{'neg': 0.123, 'neu': 0.274, 'pos': 0.603, 'compound': 0.8885}"
6137,best restaurant christmas definitely difficult choose dish many menu christmas week shrimps three times excellent service well served dishes fair price recommend,5,5,"{'neg': 0.071, 'neu': 0.429, 'pos': 0.5, 'compound': 0.9325}"
6138,incredible lunch shrimp regional flavor well prepared fair price beautiful environment,5,5,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.8481}"
6139,typical nouveau place large dishes three people minimum seeks impress refined cuisine abundant,4,2,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
6140,price within expected best pastry shrimp christmas dish prawns bonfim super top loved dessert cocada ice cream tapioca surreal good would always come back live far away lol,5,5,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9612}"
6141,sophisticated restaurant great service excellent food reasonable waiting time recommend,5,5,"{'neg': 0.0, 'neu': 0.302, 'pos': 0.698, 'compound': 0.9313}"
6142,emblematic restaurant christmas mandatory stop delicious dishes well served 2 people miss trying pastel camarao,4,5,"{'neg': 0.191, 'neu': 0.452, 'pos': 0.357, 'compound': 0.5106}"
6143,great service great location beautiful decor great food pastel shrimp rating 10 shrimp delicious chef hesitate order petit gateau best ever life,5,5,"{'neg': 0.051, 'neu': 0.364, 'pos': 0.585, 'compound': 0.975}"
6144,excellent restaurant great atmosphere polite waiters absurdly good food mandatory christmas stop,5,5,"{'neg': 0.104, 'neu': 0.33, 'pos': 0.566, 'compound': 0.8689}"
6145,treats sophisticated restaurant great service wide menu fish seafood especially shrimp good food plenty single dish medium high price adult restaurant worth dinner,5,4,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9149}"
6146,practically tourist spot city best seafood restaurant excellent service space,5,5,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.836}"
6147,delicious food sophisticated dishes great presentation international shrimp divine perfect service,5,5,"{'neg': 0.0, 'neu': 0.243, 'pos': 0.757, 'compound': 0.9623}"
6148,good restaurant reasonable price availability go already aware pay good value dinner,5,4,"{'neg': 0.08, 'neu': 0.455, 'pos': 0.466, 'compound': 0.7783}"
6149,restaurant costbenefit great well located service quality food also admire everything done affection professionalism congratulations whole team,5,5,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.9485}"
6150,returned cameroon 10 years first visit place still incredible high quality honest prices ate meat rice curd cheese onion cream everything gratin food 4 people moderate appetite cost r7900 two units restaurant choice close beach,4,5,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.5719}"
6151,part route different packages trips christmas mean famous restaurant city work get know place dinner recommendation friend worth different options dishes tastes shrimp obviously chef house fair price offered understand cheap absurd carte dishes two people well served addition several delicious options starters service attentive staff satisfied definitely back,4,5,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9493}"
6152,cozy atmosphere excellent service great food ordered international shrimp well served ate well,5,5,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9001}"
6153,good food fair price go early weekends otherwise wait line,4,4,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}"
6154,excellent quality service food always delicious maintains high standards kitchen demands,5,5,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.8126}"
6155,cozy atmosphere fair price ordered international dish wellprepared large prawns say 23 people 34 thought lacked little flavor taste good,4,4,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6041}"
6156,delicious restaurant good service friendly staff helpful food ughffffff mouth waters remember ate prawns jerimum impeccable delicious go christmas must book day less know prawns,5,5,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.946}"
6157,started going cameroon soon opened 25 years ago today go husband children friends things never changed quality food service,4,5,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4767}"
6158,christmas holidays first night dinner cameroon guarantee restaurant excellent,5,5,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.8074}"
6159,fantastic food super attentive staff excellent value money pleasant place,5,5,"{'neg': 0.0, 'neu': 0.228, 'pos': 0.772, 'compound': 0.9509}"
6160,incredible restaurant loved ate fish risotto shrimp delicious delicious size super cheap restaurant definitely recommend regret gone christmas could gone days,5,5,"{'neg': 0.075, 'neu': 0.376, 'pos': 0.548, 'compound': 0.9559}"
6161,service food everything perfect congratulations recommended whenever recommend think places ate knew better,5,5,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.93}"
6162,christmas miss visit restaurant haute cuisine specialized cuisine obviously prepare shrimpbased dishes excellent starters ceviche octopus shrimp example quality offers excellent value money,5,5,"{'neg': 0.053, 'neu': 0.625, 'pos': 0.322, 'compound': 0.8481}"
6163,best restaurant eat seafood capital potiguar well maintained environment clean known renovation years improved fast service quality wonderful shrimp good price also unmissable,5,5,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9565}"
6164,wonderful sophisticated atmosphere sensational dishes excellent service dishes easily serve 2 people,5,5,"{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.9246}"
6165,food excellent service rating 10 never eaten shrimp crab dish ordered shrimp show ball highly recommend,4,5,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7574}"
6166,second time going back christmas restaurant maintains standard excellence excellent want go days try different dishes good price serves quality quantity ended going two days row fan restaurant congratulations food service,5,5,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9531}"
6167,definitely recommend magnificent food pleasant environment welltrained staff great value money,5,5,"{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.9578}"
6168,best quality service great environment everything clean polite attentive staff,5,5,"{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.9001}"
6169,excellent food good fair price first class service satisfaction guaranteed recommend christmas,5,5,"{'neg': 0.0, 'neu': 0.329, 'pos': 0.671, 'compound': 0.9231}"
6170,beautiful dishes delicious pleasant atmosphere first service want pay less dishes 2 biggest malls natal self service chain lunch worth,5,4,"{'neg': 0.049, 'neu': 0.456, 'pos': 0.495, 'compound': 0.9136}"
6171,doubts best options,4,5,"{'neg': 0.297, 'neu': 0.135, 'pos': 0.568, 'compound': 0.4588}"
6172,good food good service fair price normal food waterfront expensive camaroes recommend visiting,5,5,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.8625}"
6173,great romantic dinners celebrations good refined food excellent service worth visiting,5,5,"{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.936}"
6174,mainly recommend restaurants ponta negra great service tasty food lots options pleasant place,5,4,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.872}"
6175,always good whole family best food town costbenefit also recommend booking arriving early avoid queues,5,5,"{'neg': 0.096, 'neu': 0.482, 'pos': 0.421, 'compound': 0.8126}"
6176,sensational menu fish seafood food excellent presentation meadows impeccable service top rating,4,5,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}"
6177,restaurant well located ponta negra wonderful cuisine well served dishes excellent service costbenefit excellent recommend native tourists,5,5,"{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.9501}"
6178,cameroon doubts best restaurant town excellent value money great variety menu,5,5,"{'neg': 0.097, 'neu': 0.265, 'pos': 0.637, 'compound': 0.9217}"
6179,let shrimp go ask black cheff refined restaurant super clean specialized seafood good price restaurant looks expensive expensive,5,5,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.8591}"
6180,shrimps always pleasant surprise good service dishes arrive quickly good prices highlight dish international shrimp,5,5,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.9118}"
6181,best pastel camarao ever eaten service rating 1000 food comes quickly restoring crowded beautiful decor view,5,5,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8834}"
6182,large bright open lunch dinner service food excellent standard reasonable prices frequented public middle class recommended entire tourist population,5,5,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8126}"
6183,wonderful restaurant worth wait space waiting place miss christmas,4,5,"{'neg': 0.121, 'neu': 0.455, 'pos': 0.424, 'compound': 0.6124}"
6184,good food honest price dishes two pleasant atmosphere efficient service,5,5,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.9062}"
6185,camaroes midway shopping saturday day establishment full staff work reason dish brought 5 minutes thought wrong waiter lol tasty food courteous service especially waiter cheap price charged stalls beaches incredible looks,3,5,"{'neg': 0.132, 'neu': 0.703, 'pos': 0.165, 'compound': 0.296}"
6186,dinner three times restaurant stay pont negra money dinner days lol divine food,5,5,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7506}"
6187,restaurant service takes brings customers best brand carried vans arrive christmas see hotel reception,4,4,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}"
6188,compliments agreement offered food quality fair price attentive service good wine list would always come back,5,5,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.8779}"
6189,extremely pleasant restaurant tasty food affordable price offered dishes 4 people well served high standard service,4,5,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6901}"
6190,great food nice place good service sincerely best shrimp ever tasted worth,5,5,"{'neg': 0.0, 'neu': 0.24, 'pos': 0.76, 'compound': 0.9584}"
6191,beautiful place food northeast best prawns christmas good price affordable time life worth,5,4,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.9169}"
6192,mega restaurant lack service quality speed dishes clean pleasant environment,4,5,"{'neg': 0.15, 'neu': 0.458, 'pos': 0.392, 'compound': 0.5719}"
6193,compatible value dish dish 2 serves 4 people easy service clean environment hotel transfer,5,5,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.7906}"
6194,already dinner ordered dessert called romeo juliet comes cup quite filling enough,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6195,always best meal fair price best service christmas know yet recommend,5,5,"{'neg': 0.0, 'neu': 0.347, 'pos': 0.653, 'compound': 0.9217}"
6196,restaurant always crowded waiting line worth delicious food exceptional service recommend,5,5,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.7964}"
6197,costbenefit ratio restaurant good dinner three people ordered hidden meat jerky pastry shrimp starter dishes well prepared exceeded expectations dinner ordered half fish dish shrimp good service also quick helpful recommend,5,5,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9201}"
6198,like shrimp paradise shrimp dishes big worth going dinner,5,5,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.8225}"
6199,everything perfect restaurant already known excellence highlight unit service still friendly worth,5,5,"{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.936}"
6200,good restaurant high quality service good service excellent food quality,5,5,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.8591}"
6201,beautiful place charming wonderful food go christmas go meet many people recommended go consulted trip good reviews got husband,5,5,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.9442}"
6202,located beach popular city easy access restaurant great decor large hall although large sundays crowds require little patience exceptional food professional service unparalleled atmosphere,4,5,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.8689}"
6203,good cuisine realized went shorts flipflops discrimination good holidays restaurant beach waiter understood well menu explain,5,4,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.8591}"
6204,even restaurant due location presentation thought cost would high cost excellent service fantastic wonderful delicacies,5,5,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.9001}"
6205,excellent food diverse menu refined atmosphere good service affordable prices easy location access,5,5,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.8591}"
6206,beautiful restaurant nice place super recommend like nice cozy place delicious food,5,5,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.9686}"
